conf,F1,F2,precision,recall
0.8,0.4602510460251046,0.34898477157360414,0.9821428571428571,0.3005464480874317
0.81,0.3947655398037077,0.2907163507870221,0.9783783783783784,0.24726775956284153
0.82,0.332955832389581,0.23871386813900616,0.9735099337748344,0.20081967213114754
0.83,0.27667057444314186,0.1935060675631355,0.9752066115702479,0.16120218579234974
0.84,0.23104693140794225,0.15857284440039643,0.9696969696969697,0.13114754098360656
0.85,0.15789473684210525,0.10521042084168337,0.9545454545454546,0.0860655737704918
0.86,0.10810810810810811,0.07063572149344097,0.9333333333333333,0.05737704918032787
0.87,0.07086614173228348,0.04563894523326572,0.9,0.036885245901639344
0.88,0.037383177570093455,0.02376910016977929,0.8235294117647058,0.01912568306010929
0.89,0.026845637583892617,0.01700102006120367,0.7692307692307693,0.01366120218579235
0.9,0.01084010840108401,0.006816632583503749,0.6666666666666666,0.00546448087431694
0.91,0.0,0.0,0.0,0.0
0.92,0.0,0.0,0.0,0.0
0.93,0.0,0.0,0.0,0.0
0.94,0.0,0.0,0.0,0.0
0.95,0.0,0.0,0.0,0.0
0.96,0.0,0.0,0.0,0.0
0.97,0.0,0.0,0.0,0.0
0.98,0.0,0.0,0.0,0.0
0.99,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0
