epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
260,29409.9,0.77521,0.40481,0.84221,0.90128,0.82357,0.86466,0.64082,0.73137,0.43138,0.86974,0.00164784,0.000549281,0.00164784,0.000549281,0.00164784,0.000549281,0.00164784,0.000549281
261,29523.1,0.78122,0.40856,0.84179,0.90156,0.82357,0.8646,0.64082,0.73152,0.43126,0.86979,0.00158385,0.00052795,0.00158385,0.00052795,0.00158385,0.00052795,0.00158385,0.00052795
262,29635.8,0.77532,0.4066,0.84215,0.90195,0.82337,0.86452,0.6408,0.73168,0.43146,0.86986,0.00152134,0.000507115,0.00152134,0.000507115,0.00152134,0.000507115,0.00152134,0.000507115
263,29748.5,0.77182,0.40354,0.8417,0.90179,0.82356,0.86441,0.64079,0.7317,0.43144,0.8699,0.00146033,0.000486777,0.00146033,0.000486777,0.00146033,0.000486777,0.00146033,0.000486777
264,29862.2,0.769,0.40186,0.8403,0.90184,0.82336,0.8643,0.64072,0.73177,0.43134,0.87002,0.00140082,0.000466941,0.00140082,0.000466941,0.00140082,0.000466941,0.00140082,0.000466941
265,29975.9,0.76677,0.39978,0.84065,0.90185,0.82376,0.86438,0.64067,0.73181,0.43139,0.87019,0.00134282,0.000447606,0.00134282,0.000447606,0.00134282,0.000447606,0.00134282,0.000447606
266,30088.5,0.7674,0.39972,0.84151,0.90166,0.82412,0.86434,0.6408,0.73204,0.43131,0.87033,0.00128633,0.000428777,0.00128633,0.000428777,0.00128633,0.000428777,0.00128633,0.000428777
267,30201.2,0.76901,0.40126,0.83985,0.90161,0.8244,0.8645,0.64087,0.73183,0.43135,0.87035,0.00123136,0.000410454,0.00123136,0.000410454,0.00123136,0.000410454,0.00123136,0.000410454
268,30313.1,0.76814,0.39993,0.8399,0.90149,0.82463,0.86443,0.64091,0.73165,0.43116,0.87046,0.00117792,0.00039264,0.00117792,0.00039264,0.00117792,0.00039264,0.00117792,0.00039264
269,30425.9,0.76248,0.39775,0.83819,0.90098,0.82502,0.86233,0.6408,0.7316,0.43117,0.87059,0.00112601,0.000375337,0.00112601,0.000375337,0.00112601,0.000375337,0.00112601,0.000375337
270,30539.9,0.76399,0.39666,0.8386,0.90115,0.82492,0.86228,0.64078,0.73143,0.43096,0.87064,0.00107564,0.000358546,0.00107564,0.000358546,0.00107564,0.000358546,0.00107564,0.000358546
271,30652.3,0.76587,0.39731,0.83773,0.90105,0.82505,0.86223,0.64085,0.73124,0.43079,0.87067,0.00102681,0.00034227,0.00102681,0.00034227,0.00102681,0.00034227,0.00102681,0.00034227
272,30764.3,0.76519,0.39637,0.8385,0.90146,0.82526,0.8623,0.6409,0.73134,0.4307,0.87079,0.000979531,0.00032651,0.000979531,0.00032651,0.000979531,0.00032651,0.000979531,0.00032651
273,30876.7,0.76204,0.39477,0.83871,0.90116,0.82506,0.86219,0.64102,0.73118,0.43066,0.87077,0.000933805,0.000311268,0.000933805,0.000311268,0.000933805,0.000311268,0.000933805,0.000311268
274,30989.1,0.7597,0.39375,0.83795,0.90094,0.82552,0.86221,0.6406,0.73111,0.43046,0.87083,0.000889639,0.000296546,0.000889639,0.000296546,0.000889639,0.000296546,0.000889639,0.000296546
275,31102.5,0.76544,0.39619,0.83877,0.90138,0.82547,0.86228,0.64064,0.73113,0.43031,0.87087,0.000847036,0.000282345,0.000847036,0.000282345,0.000847036,0.000282345,0.000847036,0.000282345
276,31216.1,0.76238,0.39387,0.83799,0.90183,0.82516,0.86219,0.64089,0.73122,0.43026,0.87099,0.000806001,0.000268667,0.000806001,0.000268667,0.000806001,0.000268667,0.000806001,0.000268667
277,31328.8,0.75509,0.39142,0.83893,0.90115,0.82554,0.8622,0.64071,0.73142,0.43023,0.87116,0.00076654,0.000255513,0.00076654,0.000255513,0.00076654,0.000255513,0.00076654,0.000255513
278,31441.3,0.75594,0.39107,0.83767,0.90134,0.82547,0.86217,0.6406,0.73155,0.43009,0.87129,0.000728656,0.000242885,0.000728656,0.000242885,0.000728656,0.000242885,0.000728656,0.000242885
279,31554.5,0.76066,0.39399,0.8367,0.90123,0.82556,0.862,0.64054,0.73158,0.43012,0.87142,0.000692353,0.000230784,0.000692353,0.000230784,0.000692353,0.000230784,0.000692353,0.000230784
280,31668.4,0.759,0.39103,0.83561,0.90164,0.82535,0.86208,0.6407,0.73154,0.43005,0.8715,0.000657636,0.000219212,0.000657636,0.000219212,0.000657636,0.000219212,0.000657636,0.000219212
281,31781.2,0.75697,0.39148,0.83493,0.90136,0.82542,0.86193,0.64061,0.7316,0.4301,0.87154,0.000624508,0.000208169,0.000624508,0.000208169,0.000624508,0.000208169,0.000624508,0.000208169
282,31893.4,0.75361,0.38881,0.83466,0.90137,0.82558,0.86209,0.64069,0.73162,0.4301,0.87165,0.000592973,0.000197658,0.000592973,0.000197658,0.000592973,0.000197658,0.000592973,0.000197658
283,32006.3,0.75844,0.39099,0.8363,0.90147,0.82533,0.86199,0.6403,0.73193,0.42996,0.87183,0.000563034,0.000187678,0.000563034,0.000187678,0.000563034,0.000187678,0.000563034,0.000187678
284,32120.9,0.75329,0.38836,0.83484,0.90116,0.82558,0.86193,0.64042,0.73204,0.43002,0.87202,0.000534695,0.000178232,0.000534695,0.000178232,0.000534695,0.000178232,0.000534695,0.000178232
285,32233.1,0.74867,0.38682,0.83377,0.90158,0.82536,0.86193,0.6403,0.73214,0.43012,0.87216,0.000507959,0.00016932,0.000507959,0.00016932,0.000507959,0.00016932,0.000507959,0.00016932
286,32347.7,0.75542,0.38936,0.83646,0.90207,0.82522,0.86182,0.64025,0.73239,0.43031,0.87239,0.000482828,0.000160943,0.000482828,0.000160943,0.000482828,0.000160943,0.000482828,0.000160943
287,32460.4,0.75282,0.38749,0.83442,0.90194,0.82544,0.86176,0.6403,0.73257,0.4303,0.87261,0.000459306,0.000153102,0.000459306,0.000153102,0.000459306,0.000153102,0.000459306,0.000153102
288,32572.4,0.75101,0.38773,0.83488,0.90253,0.82494,0.86176,0.64031,0.73262,0.4302,0.87284,0.000437395,0.000145798,0.000437395,0.000145798,0.000437395,0.000145798,0.000437395,0.000145798
289,32684.9,0.74894,0.38711,0.83505,0.90206,0.82526,0.86165,0.64022,0.73289,0.43031,0.87308,0.000417097,0.000139032,0.000417097,0.000139032,0.000417097,0.000139032,0.000417097,0.000139032
290,32796.8,0.75441,0.38952,0.83502,0.90265,0.82481,0.86163,0.64025,0.73307,0.43043,0.87325,0.000398414,0.000132805,0.000398414,0.000132805,0.000398414,0.000132805,0.000398414,0.000132805
291,32949.6,0.71956,0.37993,0.84142,0.9023,0.82508,0.86151,0.64014,0.7334,0.43077,0.87354,0.00038135,0.000127117,0.00038135,0.000127117,0.00038135,0.000127117,0.00038135,0.000127117
292,33060.8,0.71427,0.37483,0.84211,0.90207,0.82517,0.86145,0.63998,0.73385,0.43068,0.87382,0.000365905,0.000121968,0.000365905,0.000121968,0.000365905,0.000121968,0.000365905,0.000121968
293,33170.5,0.70616,0.37005,0.84089,0.90191,0.82533,0.8613,0.63983,0.73416,0.43079,0.87405,0.000352081,0.00011736,0.000352081,0.00011736,0.000352081,0.00011736,0.000352081,0.00011736
294,33281.2,0.70453,0.37138,0.83831,0.90212,0.82503,0.86115,0.63972,0.73454,0.43095,0.8742,0.00033988,0.000113293,0.00033988,0.000113293,0.00033988,0.000113293,0.00033988,0.000113293
295,33392.6,0.70125,0.36639,0.83764,0.90178,0.82491,0.86104,0.63956,0.73515,0.43102,0.87454,0.000329303,0.000109768,0.000329303,0.000109768,0.000329303,0.000109768,0.000329303,0.000109768
296,33505.5,0.70226,0.36789,0.83818,0.90218,0.8247,0.861,0.63945,0.73548,0.43119,0.87477,0.000320351,0.000106784,0.000320351,0.000106784,0.000320351,0.000106784,0.000320351,0.000106784
297,33617,0.70316,0.36729,0.83942,0.90183,0.82472,0.86082,0.6393,0.736,0.43137,0.87502,0.000313026,0.000104342,0.000313026,0.000104342,0.000313026,0.000104342,0.000313026,0.000104342
298,33729.2,0.69965,0.36492,0.83721,0.902,0.82473,0.86075,0.63922,0.73648,0.43168,0.87522,0.000307328,0.000102443,0.000307328,0.000102443,0.000307328,0.000102443,0.000307328,0.000102443
299,33840.6,0.70003,0.36563,0.83737,0.9017,0.82456,0.86055,0.63907,0.73686,0.43183,0.87543,0.000303257,0.000101086,0.000303257,0.000101086,0.000303257,0.000101086,0.000303257,0.000101086
300,33952.4,0.70015,0.36392,0.83682,0.90178,0.82435,0.86036,0.63894,0.73701,0.43211,0.8755,0.000300814,0.000100271,0.000300814,0.000100271,0.000300814,0.000100271,0.000300814,0.000100271
