epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
81,8021.9,1.12732,0.64029,1.04178,0.87537,0.80907,0.85714,0.59702,0.93906,0.57839,1.01684,0.000736,0.000736,0.000736
82,8148.89,1.11793,0.63776,1.0399,0.87416,0.80981,0.85777,0.59849,0.93934,0.57638,1.01589,0.0007327,0.0007327,0.0007327
83,8276.37,1.12195,0.63747,1.04053,0.87511,0.81006,0.85779,0.59804,0.93726,0.57596,1.0156,0.0007294,0.0007294,0.0007294
84,8403.48,1.11912,0.63444,1.03849,0.87338,0.81262,0.85834,0.5998,0.93556,0.57644,1.01456,0.0007261,0.0007261,0.0007261
85,8531.01,1.11699,0.63319,1.03778,0.87441,0.81081,0.85773,0.59918,0.93576,0.57673,1.01567,0.0007228,0.0007228,0.0007228
86,8658.07,1.11669,0.63124,1.03684,0.87552,0.81073,0.85854,0.60016,0.93362,0.57575,1.01419,0.0007195,0.0007195,0.0007195
87,8785.16,1.11203,0.6295,1.03621,0.87826,0.8106,0.85891,0.60107,0.93155,0.57407,1.01327,0.0007162,0.0007162,0.0007162
88,8912.46,1.11379,0.63095,1.03555,0.87726,0.81168,0.85894,0.60053,0.9315,0.575,1.01423,0.0007129,0.0007129,0.0007129
89,9039.81,1.11353,0.62948,1.03389,0.8786,0.81061,0.85983,0.60277,0.92817,0.57041,1.01298,0.0007096,0.0007096,0.0007096
90,9166.86,1.10891,0.62745,1.03449,0.88067,0.80914,0.85995,0.60347,0.92705,0.56988,1.01227,0.0007063,0.0007063,0.0007063
91,9293.85,1.10661,0.6271,1.03528,0.87746,0.81274,0.8601,0.60277,0.92726,0.57126,1.01268,0.000703,0.000703,0.000703
92,9420.63,1.10438,0.62589,1.03192,0.88078,0.80982,0.86006,0.60427,0.92447,0.57052,1.01103,0.0006997,0.0006997,0.0006997
93,9547.75,1.10524,0.62558,1.03233,0.8799,0.81193,0.86055,0.60501,0.92302,0.56904,1.01015,0.0006964,0.0006964,0.0006964
94,9674.94,1.10812,0.62294,1.03186,0.8787,0.8126,0.85994,0.60549,0.92187,0.56899,1.00925,0.0006931,0.0006931,0.0006931
95,9801.99,1.11033,0.6232,1.03151,0.87968,0.81287,0.86045,0.60567,0.9217,0.56791,1.00905,0.0006898,0.0006898,0.0006898
96,9929.09,1.09704,0.61977,1.02879,0.87982,0.81151,0.86019,0.60544,0.92073,0.56771,1.00906,0.0006865,0.0006865,0.0006865
97,10056.1,1.10497,0.62162,1.02981,0.87968,0.81276,0.8605,0.60553,0.92106,0.56833,1.00901,0.0006832,0.0006832,0.0006832
98,10182.9,1.09457,0.61892,1.02744,0.88014,0.81339,0.86105,0.60695,0.91709,0.56612,1.00753,0.0006799,0.0006799,0.0006799
99,10310.1,1.09916,0.62155,1.02967,0.88023,0.81451,0.86142,0.60743,0.91524,0.56481,1.00685,0.0006766,0.0006766,0.0006766
100,10439.6,1.09489,0.61825,1.02969,0.88053,0.81454,0.86148,0.60807,0.91476,0.56415,1.00749,0.0006733,0.0006733,0.0006733
101,10567.1,1.09659,0.61888,1.02672,0.87936,0.81457,0.86142,0.60762,0.9151,0.56547,1.00764,0.00067,0.00067,0.00067
102,10694.5,1.09746,0.61871,1.0278,0.88063,0.81538,0.86186,0.60792,0.91528,0.56532,1.00745,0.0006667,0.0006667,0.0006667
103,10821.7,1.09142,0.61566,1.02737,0.88154,0.81508,0.8623,0.60971,0.91328,0.56363,1.00636,0.0006634,0.0006634,0.0006634
104,10948.8,1.09149,0.61424,1.02748,0.88102,0.81531,0.8624,0.60963,0.9135,0.56329,1.00616,0.0006601,0.0006601,0.0006601
105,11075.9,1.08922,0.61522,1.02639,0.88161,0.81552,0.86254,0.60965,0.91203,0.56343,1.00547,0.0006568,0.0006568,0.0006568
106,11202.9,1.09457,0.61369,1.02658,0.88181,0.81538,0.86242,0.60966,0.91173,0.56368,1.00537,0.0006535,0.0006535,0.0006535
107,11330,1.08418,0.60973,1.02273,0.88099,0.81592,0.8623,0.6101,0.9113,0.56324,1.00543,0.0006502,0.0006502,0.0006502
108,11457.6,1.08862,0.61483,1.02563,0.88123,0.81566,0.86266,0.61097,0.91027,0.56184,1.00507,0.0006469,0.0006469,0.0006469
109,11584.7,1.08313,0.61297,1.02438,0.88196,0.81503,0.86263,0.61115,0.90989,0.56199,1.00475,0.0006436,0.0006436,0.0006436
110,11711.7,1.08643,0.61325,1.02338,0.88179,0.81533,0.86259,0.61119,0.90955,0.56186,1.00423,0.0006403,0.0006403,0.0006403
111,11838.6,1.07867,0.60814,1.02208,0.88103,0.81586,0.86269,0.61146,0.90889,0.56172,1.0036,0.000637,0.000637,0.000637
112,11965.4,1.08702,0.61123,1.02298,0.88117,0.81551,0.86251,0.61162,0.90837,0.56186,1.00377,0.0006337,0.0006337,0.0006337
113,12092.4,1.08072,0.60727,1.021,0.8815,0.81524,0.8627,0.61234,0.90757,0.56126,1.00371,0.0006304,0.0006304,0.0006304
114,12219.3,1.07778,0.60701,1.02328,0.88221,0.81471,0.86277,0.61253,0.90669,0.56085,1.0033,0.0006271,0.0006271,0.0006271
115,12346.4,1.08148,0.6079,1.02077,0.88259,0.816,0.86286,0.61282,0.90556,0.56013,1.00292,0.0006238,0.0006238,0.0006238
116,12474,1.07635,0.60386,1.01781,0.88244,0.81627,0.86301,0.61295,0.90511,0.55991,1.00272,0.0006205,0.0006205,0.0006205
117,12601.2,1.07673,0.60702,1.01972,0.88104,0.81747,0.86288,0.61296,0.9049,0.55962,1.00279,0.0006172,0.0006172,0.0006172
118,12728,1.07298,0.60708,1.02268,0.88073,0.81726,0.86297,0.61357,0.90366,0.5591,1.00215,0.0006139,0.0006139,0.0006139
119,12855,1.07572,0.60717,1.02034,0.88036,0.81762,0.86292,0.61378,0.90298,0.5592,1.00179,0.0006106,0.0006106,0.0006106
120,12982.4,1.07626,0.60155,1.01788,0.87974,0.81885,0.86315,0.61444,0.90183,0.55875,1.00107,0.0006073,0.0006073,0.0006073
121,13109.3,1.07392,0.60332,1.0179,0.88023,0.81899,0.86334,0.61497,0.90144,0.55814,1.00068,0.000604,0.000604,0.000604
122,13236.5,1.06512,0.59909,1.01756,0.88123,0.81759,0.86326,0.61533,0.90096,0.55795,1.00044,0.0006007,0.0006007,0.0006007
123,13363.5,1.069,0.59964,1.01722,0.88226,0.81702,0.86351,0.61542,0.8996,0.5574,0.99974,0.0005974,0.0005974,0.0005974
124,13490.6,1.07128,0.60307,1.01656,0.8808,0.81811,0.86346,0.61546,0.89888,0.5571,0.99947,0.0005941,0.0005941,0.0005941
125,13618.6,1.07018,0.60074,1.01613,0.883,0.81627,0.86345,0.61606,0.8978,0.5568,0.99893,0.0005908,0.0005908,0.0005908
126,13745.7,1.06891,0.60062,1.01681,0.88248,0.81744,0.86379,0.61635,0.89733,0.55663,0.99871,0.0005875,0.0005875,0.0005875
127,13873.1,1.07128,0.599,1.01624,0.88163,0.81823,0.86366,0.61639,0.89685,0.55692,0.99851,0.0005842,0.0005842,0.0005842
128,14000,1.06577,0.59709,1.01598,0.88159,0.81848,0.8639,0.61657,0.89664,0.55651,0.99849,0.0005809,0.0005809,0.0005809
