conf,precision,recall,F1,F2,TP,FP,FN
0.53,0.9074976750152327,0.7804007004674379,0.8391640534068753,0.8028899897292727,56597,5769,15926
0.54,0.909126194750376,0.7751196172248804,0.8367918068415255,0.7986644881721958,56214,5619,16309
0.55,0.910963042803717,0.7691490975276809,0.8340709949460211,0.7938660784174199,55781,5452,16742
0.56,0.9129688891821451,0.7631510003722957,0.8313643020766833,0.7890474859857319,55346,5276,17177
0.57,0.914981310906421,0.756077382347669,0.8279741187307003,0.7832838123535798,54833,5095,17690
0.58,0.9171870253484997,0.7493760600085491,0.8248328615767547,0.7778391623204501,54347,4907,18176
0.59,0.9193926232451566,0.7413785971347021,0.8208451650331288,0.7712444738978638,53767,4714,18756
0.6,0.922103618849258,0.7325538105152848,0.8164717453779833,0.7639621865536212,53127,4488,19396
0.61,0.9245276361519327,0.7225983481102547,0.8111852390755847,0.7556052195227454,52405,4278,20118
0.62,0.9272436645773092,0.7118845056051184,0.8054164521614326,0.7465634769833215,51628,4051,20895
0.63,0.9297937048843942,0.6997780014616053,0.7985523779552339,0.7362029047737861,50750,3832,21773
0.64,0.9325748077174991,0.6871475256125643,0.7912670689107653,0.7253244995327904,49834,3603,22689
0.65,0.935150249937755,0.6732622754160749,0.7828854540790149,0.7132089802953505,48827,3386,23696
0.66,0.937864306321512,0.6589219971595218,0.7740289610936537,0.700596695450747,47787,3166,24736
0.67,0.9403851971362307,0.6429546488700136,0.7637337438988436,0.6863726422454274,46629,2956,25894
0.68,0.9432335279572797,0.6259393571694497,0.7525072523829259,0.6710888507150693,45395,2732,27128
0.69,0.9464427769774892,0.6069798546667954,0.7396206125980812,0.6538860319129659,44020,2491,28503
0.7,0.9496298608633607,0.587248183334942,0.7257158923413791,0.635770585776557,42589,2259,29934
0.71,0.9526038890305235,0.5667443431738897,0.7106769257370105,0.6167045273812488,41102,2045,31421
0.72,0.9554811958972866,0.543344869903341,0.6927499033086038,0.5946434553757096,39405,1836,33118
0.73,0.958228587389858,0.5203314810473919,0.674435230197312,0.5726721157727644,37736,1645,34787
0.74,0.9620535115261788,0.4943121492492037,0.6530705190097097,0.5475554062103831,35849,1414,36674
0.75,0.9661745042815283,0.46829281745101553,0.6308300982595613,0.5221019360908613,33962,1189,38561
0.76,0.9698577796646147,0.44100492257628615,0.6063127962085308,0.49498713897031277,31983,994,40540
0.77,0.9729878721058435,0.4137308164306496,0.5805864881338222,0.46746954164459537,30005,833,42518
0.78,0.9767806168627724,0.3868979496159839,0.5542573259982815,0.44004729971331596,28059,667,44464
0.79,0.9798304261756247,0.36171973029245896,0.5283797937479858,0.41394600224070194,26233,540,46290
0.8,0.9823612512613522,0.33559008866152806,0.5002774979958478,0.38648064103256297,24338,437,48185
0.81,0.9857649686829311,0.3103291369634461,0.47205151330830386,0.35960923294228936,22506,325,50017
0.82,0.9886720609233698,0.28641948071646234,0.44416409181786104,0.33384549118938484,20772,238,51751
0.83,0.9911379867591096,0.26216510624215766,0.4146511678625172,0.3073801632851023,19013,170,53510
0.84,0.9930273761216208,0.23957916798808654,0.38602532770495446,0.28243857875281625,17375,122,55148
0.85,0.9948934560585047,0.21759993381410037,0.3570967924421565,0.25789824614157686,15781,81,56742
0.86,0.9962853938884216,0.19600678405471367,0.3275685266905555,0.23352280194506503,14215,53,58308
0.87,0.9970875314861462,0.1746618314189981,0.29725321787696385,0.2091672281007675,12667,37,59856
0.88,0.9977926975075876,0.14959392192821588,0.26018034438102544,0.1802369046234612,10849,24,61674
0.89,0.9981782989866788,0.120885787956924,0.21565444124664845,0.14666666666666664,8767,16,63756
0.9,0.9990350595046639,0.08565558512471906,0.1577831117207046,0.10482265195234722,6212,6,66311
0.91,0.9997043169722057,0.04661969306289039,0.08908504051116527,0.05760305853329427,3381,1,69142
0.92,0.9991289198606271,0.01581567226948692,0.03113843982028206,0.019691663233072382,1147,1,71376
0.93,1.0,0.0023992388621540753,0.0047869925856637826,0.0029972507975443217,174,0,72349
0.94,1.0,9.652110364987658e-05,0.00019302357645112366,0.00012064846828151768,7,0,72516
0.95,0.0,0.0,0.0,0.0,0,0,72523
