epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
133,17066.2,1.02575,0.55027,0.98712,0.8915,0.81882,0.86385,0.62803,0.88333,0.54424,0.98308,0.0005644,0.0005644,0.0005644
134,17193.4,1.02788,0.54834,0.9873,0.89073,0.81944,0.86386,0.62817,0.88303,0.54403,0.9832,0.0005611,0.0005611,0.0005611
135,17320.9,1.02492,0.54381,0.98689,0.88905,0.82065,0.86379,0.62847,0.88295,0.54347,0.98342,0.0005578,0.0005578,0.0005578
136,17448,1.02242,0.5467,0.98802,0.89071,0.81961,0.86384,0.62848,0.88302,0.54303,0.98352,0.0005545,0.0005545,0.0005545
137,17575.7,1.02863,0.5487,0.98549,0.89095,0.8197,0.86399,0.62869,0.88316,0.54295,0.98366,0.0005512,0.0005512,0.0005512
138,17703.2,1.02324,0.54712,0.98687,0.89016,0.8205,0.86378,0.62875,0.88295,0.54284,0.98375,0.0005479,0.0005479,0.0005479
139,17830.3,1.0213,0.54244,0.98141,0.88949,0.82095,0.86395,0.62904,0.88251,0.54277,0.9833,0.0005446,0.0005446,0.0005446
140,17957.5,1.01866,0.54045,0.98674,0.88936,0.821,0.86393,0.62899,0.88198,0.54251,0.98318,0.0005413,0.0005413,0.0005413
141,18084.6,1.0183,0.53929,0.98506,0.89005,0.82044,0.86382,0.62918,0.88196,0.54235,0.98322,0.000538,0.000538,0.000538
142,18212,1.01934,0.54252,0.98185,0.89029,0.82059,0.86379,0.62924,0.88188,0.5421,0.98291,0.0005347,0.0005347,0.0005347
143,18339.5,1.01951,0.53835,0.98277,0.89071,0.82016,0.86361,0.6293,0.88191,0.54206,0.98301,0.0005314,0.0005314,0.0005314
144,18466.8,1.02158,0.53943,0.98211,0.89099,0.82062,0.86365,0.62956,0.88155,0.54174,0.98274,0.0005281,0.0005281,0.0005281
